,maxindex,tiempo_total,navigate_per,person_per,cutscene_per,object_per,map_per,obsevation_per,notification_per,basic_per,undefined_per,close_per,13-22,5-12,0-4
2815,1061,1020,41.09,23.28,9.99,4.71,2.36,0.94,2.92,48.29,49.19,2.52,48.95,30.79,20.26
2816,950,1697,36.42,24.84,10.32,6.63,1.79,0.63,3.58,52.41,45.18,2.41,49.71,30.51,19.77
2817,1206,2779,40.13,21.23,8.37,5.14,1.66,0.5,2.4,48.53,49.66,1.81,54.99,32.44,12.56
2818,1211,1838,33.77,22.96,9.33,15.11,1.65,1.4,2.56,54.61,42.98,2.41,42.07,43.7,14.22
2819,1148,2300,34.15,23.26,10.28,7.23,2.0,0.78,2.09,53.13,42.75,4.12,51.73,34.67,13.59
2820,1669,1504,55.96,15.04,8.27,6.83,2.7,0.3,1.74,34.27,61.63,4.1,67.52,22.65,9.82
2821,1908,1562,57.76,14.1,6.24,4.14,2.31,0.31,1.36,35.58,63.35,1.08,67.99,21.36,10.65
2822,1319,1772,45.87,21.61,9.33,4.85,1.82,0.61,1.97,45.12,52.58,2.3,56.61,29.76,13.62
2823,875,1787,34.29,31.31,12.34,4.23,1.71,1.14,2.51,55.5,42.58,1.91,54.48,32.5,13.02
2824,909,1589,42.35,23.1,10.89,5.06,1.76,0.77,3.08,46.41,51.5,2.08,52.83,31.68,15.49
2825,1075,2366,28.65,21.3,9.4,21.67,1.49,0.56,2.42,60.79,37.27,1.94,39.44,44.36,16.2
2826,966,2317,32.3,27.02,12.01,10.35,1.76,0.72,2.17,57.76,39.27,2.97,52.6,35.25,12.15
2827,1244,3246,38.26,19.21,8.44,12.06,1.37,0.88,1.69,49.19,47.24,3.57,50.08,30.5,19.42
2828,1051,922,45.29,21.69,12.27,5.23,2.09,0.76,2.47,45.39,50.78,3.83,45.17,32.04,22.79
2829,975,1952,39.49,22.46,9.85,5.54,4.41,0.72,2.36,48.17,48.28,3.56,58.77,29.22,12.01
2830,879,1430,37.66,24.46,11.38,7.74,2.16,0.68,3.3,52.73,44.79,2.49,50.0,34.12,15.88
2831,903,1315,39.31,25.36,12.07,4.98,1.88,1.0,2.21,50.71,46.93,2.36,44.51,35.54,19.95
2832,881,1376,32.69,29.63,14.87,5.45,1.82,0.79,2.61,57.77,39.9,2.33,52.31,31.14,16.55
2833,1033,1654,39.59,21.2,9.39,9.68,1.84,1.06,2.42,49.54,47.81,2.64,40.44,41.25,18.3
2834,1412,1757,43.56,15.51,7.79,16.71,1.56,0.92,2.05,48.12,49.82,2.07,50.99,37.51,11.5
2835,1784,1738,51.51,16.31,7.62,6.05,2.02,0.78,1.74,38.22,59.79,1.99,53.12,31.76,15.12
2836,969,1450,28.07,29.72,11.56,6.71,2.06,0.72,2.27,60.47,35.88,3.65,49.02,36.85,14.13
2837,2315,1984,41.04,23.33,10.97,6.61,1.6,0.6,2.51,49.54,48.65,1.81,52.23,31.08,16.7
2838,1103,990,42.16,24.39,11.15,4.53,1.99,0.45,1.99,49.57,49.1,1.33,51.37,32.8,15.83
2839,1398,1722,51.36,20.46,9.16,3.79,1.86,0.57,1.93,40.85,57.8,1.35,44.34,39.25,16.4
2840,860,1506,38.72,24.88,11.86,6.4,1.86,0.81,3.26,51.41,46.75,1.84,53.74,29.45,16.81
2841,859,1643,33.99,26.54,10.71,10.59,1.75,1.05,2.68,54.72,42.94,2.33,46.08,38.36,15.56
2842,855,1271,40.0,25.15,10.88,6.08,1.99,0.58,2.34,49.69,48.44,1.87,47.51,35.95,16.54
2843,1158,1895,40.24,22.28,10.62,8.89,1.38,0.43,1.9,48.85,47.74,3.41,50.05,36.22,13.73
2844,1090,1294,42.57,19.63,9.82,9.82,1.65,0.55,3.03,46.35,51.82,1.82,48.99,32.31,18.7
2845,1167,1282,42.42,21.68,10.37,7.71,1.2,0.94,2.74,47.97,49.86,2.16,52.99,30.12,16.89
2846,946,1745,32.03,27.38,12.79,7.08,2.11,1.37,2.75,57.25,40.74,2.01,48.89,36.3,14.81
2847,1099,1935,39.67,25.11,11.01,6.46,1.46,0.82,2.64,50.81,47.09,2.1,52.52,34.44,13.04
2848,1069,2047,42.56,22.36,9.07,7.3,2.15,0.84,2.06,46.62,50.73,2.64,56.24,29.82,13.94
2849,1064,1572,39.94,23.21,9.21,6.02,1.41,0.85,2.35,46.3,48.33,5.37,50.15,34.82,15.03
2850,1314,1117,51.14,17.2,9.36,12.56,1.75,0.68,2.13,42.83,55.18,1.99,46.07,33.62,20.3
2851,932,1395,36.59,23.07,11.48,8.37,1.61,0.64,2.68,52.03,44.7,3.27,47.27,34.0,18.73
2852,963,1706,38.11,27.0,11.84,5.19,2.28,0.52,2.6,52.23,46.25,1.52,51.9,32.68,15.42
2853,1441,2683,45.18,17.97,6.59,10.34,1.32,1.11,1.87,44.49,52.52,2.99,55.87,30.4,13.73
2854,1127,1501,38.24,25.38,11.36,7.54,1.77,0.53,2.31,52.62,44.76,2.62,54.4,32.16,13.44
2855,895,1364,28.94,30.39,13.52,6.82,2.01,1.01,3.58,61.06,36.82,2.12,50.24,33.41,16.35
2856,1047,1267,38.2,21.39,10.32,10.79,1.81,0.67,2.39,50.8,46.78,2.41,44.39,34.87,20.74
2857,1316,1946,41.79,20.82,9.57,4.79,2.05,0.84,2.28,45.66,50.45,3.89,60.63,26.01,13.36
2858,1014,1530,41.32,22.78,10.55,4.04,1.78,0.99,2.27,47.25,49.58,3.17,47.74,36.14,16.12
2859,1317,2141,49.89,20.5,7.37,5.16,2.51,1.44,2.2,40.35,57.21,2.44,43.56,34.77,21.66
2860,1033,1895,37.27,25.65,11.23,5.13,1.84,0.87,2.13,51.66,44.91,3.43,49.49,37.27,13.24
2861,982,1277,45.11,25.66,11.91,5.4,1.53,0.61,2.34,47.73,49.46,2.81,48.18,36.97,14.85
2862,1142,1383,44.22,20.23,8.84,7.97,1.4,0.79,2.54,45.1,52.13,2.77,43.59,37.64,18.77
2863,1694,1833,48.88,15.17,6.08,6.91,3.31,0.41,1.65,40.48,57.43,2.09,60.84,29.08,10.08
2864,1275,2250,42.51,22.75,9.1,6.75,2.27,1.1,2.04,47.73,49.79,2.48,50.24,32.95,16.8
2865,1057,1841,38.6,21.29,8.99,11.35,2.08,0.85,2.93,51.08,46.84,2.07,48.18,37.54,14.29
2866,1010,1920,29.5,28.32,11.68,9.11,1.68,0.69,3.17,60.0,37.26,2.74,49.11,35.77,15.12
2867,1406,1537,52.2,16.64,7.11,6.76,1.71,0.71,1.56,37.89,59.04,3.06,46.48,41.92,11.6
2868,933,1263,34.41,27.97,13.4,5.68,1.71,0.54,3.0,56.02,42.05,1.93,50.0,34.58,15.42
2869,1135,1237,47.14,20.09,9.69,4.58,1.94,0.53,2.56,43.76,54.55,1.69,60.75,26.48,12.77
2870,945,1858,30.79,27.3,11.96,7.72,2.22,1.06,2.65,56.19,40.54,3.27,44.93,39.69,15.38
2871,2415,3202,55.11,12.75,4.89,5.59,3.31,0.41,1.16,34.44,62.37,3.19,67.91,21.86,10.23
2872,1011,2056,37.09,24.04,11.28,5.74,1.88,0.4,2.27,50.9,45.61,3.49,56.07,30.94,12.98
2873,1718,2183,43.89,18.63,9.14,8.85,1.63,1.69,2.44,45.83,51.74,2.44,44.96,29.49,25.55
2874,2704,2598,40.57,20.27,10.06,9.21,1.81,0.55,2.18,49.23,49.42,1.35,52.06,33.73,14.21
2875,934,1770,28.37,28.27,11.99,11.46,1.93,0.96,2.68,60.11,36.84,3.05,48.77,37.58,13.65
2876,1123,2169,36.24,25.29,10.69,8.1,2.05,1.16,2.4,54.33,43.91,1.77,40.02,44.2,15.78
2877,993,2124,41.49,22.76,9.97,6.04,1.51,1.01,3.32,46.73,50.21,3.06,47.34,32.95,19.71
2878,1319,1960,42.46,18.73,8.04,6.29,2.88,1.14,2.12,47.45,50.75,1.81,60.41,26.55,13.04
2879,1392,2077,51.29,20.26,9.05,7.83,1.65,1.36,2.51,42.97,55.3,1.74,53.64,32.83,13.52
2880,1344,1916,44.35,20.16,8.04,6.62,2.31,1.12,3.12,45.33,52.36,2.32,43.58,40.51,15.91
2881,677,1338,24.82,31.46,14.33,5.32,2.22,0.59,3.4,62.18,33.7,4.11,47.98,34.78,17.24
2882,955,1473,34.55,22.51,11.83,5.24,1.57,0.63,2.93,50.59,44.58,4.83,52.17,29.11,18.72
2883,902,1665,29.71,28.38,12.97,6.87,2.22,0.55,3.77,58.8,38.61,2.6,57.71,29.56,12.72
2884,1514,2541,43.92,18.43,8.59,10.77,2.91,0.53,1.39,46.44,52.12,1.44,60.68,30.14,9.18
2885,1207,1821,36.62,24.52,10.19,9.2,1.91,0.58,2.65,54.18,43.73,2.09,61.95,27.02,11.03
2886,950,1230,34.0,26.0,14.21,6.84,2.11,0.63,2.53,55.39,42.02,2.58,44.42,38.17,17.41
2887,1100,1835,37.18,25.0,11.73,6.0,2.09,0.55,3.18,54.31,44.06,1.63,51.1,34.16,14.74
2888,1147,1938,44.64,19.53,8.98,8.89,1.74,0.61,2.35,44.86,52.96,2.18,49.5,37.35,13.15
2889,1193,1020,48.03,21.04,11.9,5.36,1.51,0.42,1.93,43.96,54.44,1.6,47.03,32.42,20.55
2890,828,2631,28.38,27.17,11.71,11.11,1.93,0.85,2.42,59.08,36.21,4.71,41.6,38.42,19.97
2891,1099,1258,34.85,25.48,12.47,5.91,1.73,0.91,3.18,55.0,41.47,3.53,55.02,29.25,15.73
2892,1027,1734,39.05,27.17,12.07,6.13,1.36,1.07,3.7,52.29,45.68,2.03,48.37,33.33,18.29
2893,972,1232,39.51,27.16,14.4,4.42,1.65,0.72,2.67,52.88,45.38,1.74,46.79,32.86,20.35
2894,1066,1646,36.3,20.54,9.85,10.6,1.59,0.84,2.72,50.3,45.85,3.85,49.95,36.25,13.8
2895,881,1878,31.56,30.53,13.05,6.02,2.04,0.57,2.61,57.79,39.69,2.52,49.7,35.04,15.26
2896,1348,1398,50.15,16.1,8.46,8.46,1.48,0.82,2.3,40.32,57.83,1.85,51.08,34.67,14.25
2897,816,1207,32.6,26.84,12.38,4.78,1.84,0.98,2.57,55.32,40.56,4.12,44.42,36.88,18.7
2898,935,1480,32.19,28.02,12.3,9.2,1.82,0.96,3.32,58.12,39.36,2.52,50.11,33.26,16.63
2899,975,2175,33.03,27.18,11.18,7.69,1.54,0.62,2.26,55.83,41.9,2.27,46.04,39.61,14.35
2900,1416,2312,49.86,19.56,8.33,7.77,1.2,0.42,1.55,41.51,56.43,2.07,55.24,33.99,10.77
2901,958,1359,34.97,26.62,12.63,5.01,1.98,0.63,2.92,54.62,42.53,2.86,53.87,30.53,15.59
2902,931,1422,28.03,29.75,13.21,4.94,1.93,0.54,2.26,60.31,35.34,4.36,49.31,37.01,13.68
2903,909,1252,40.04,23.98,11.0,5.72,2.2,0.66,2.75,49.53,48.14,2.33,47.91,36.77,15.31
2904,1069,1275,40.88,24.13,11.23,5.99,2.71,0.84,1.96,49.45,48.96,1.59,44.83,33.9,21.27
2905,1003,1659,36.19,25.22,11.27,6.18,1.69,0.9,2.69,51.66,43.85,4.49,49.9,31.84,18.27
2906,987,1608,32.93,26.85,11.96,5.78,1.42,0.51,3.75,53.41,41.98,4.62,49.79,33.55,16.67
2907,1098,3187,31.79,19.76,8.93,11.93,1.55,1.18,2.37,51.67,43.41,4.92,48.44,31.32,20.25
2908,1015,1862,38.52,29.16,9.66,5.42,1.87,1.08,3.15,52.69,45.45,1.86,51.8,31.72,16.48
2909,839,1335,38.26,25.86,11.56,4.89,2.03,0.72,2.5,50.81,47.32,1.87,51.87,29.55,18.58
2910,1115,1913,42.33,19.82,9.15,7.53,1.61,0.99,2.15,45.7,51.75,2.55,49.3,38.63,12.07
2911,910,951,35.71,28.02,13.96,4.62,1.76,0.44,2.64,54.95,43.16,1.89,45.35,34.98,19.67
2912,1100,1067,39.27,24.45,10.45,6.27,2.18,0.91,3.0,50.66,47.63,1.7,53.5,31.63,14.87
2913,910,1505,36.15,23.96,10.99,6.81,1.98,0.77,2.53,50.35,45.15,4.49,50.63,34.83,14.53
2914,849,1258,29.33,25.44,11.43,5.77,1.88,0.94,3.42,54.19,37.57,8.25,46.78,34.78,18.44
2915,1388,2972,43.73,19.52,9.01,5.84,2.16,0.94,2.31,44.75,52.76,2.49,52.43,34.03,13.54
2916,880,1372,35.23,26.02,11.48,7.27,1.7,0.68,3.3,53.33,44.24,2.42,51.94,31.36,16.71
2917,2179,3134,53.37,14.96,4.86,7.34,2.2,1.38,1.33,36.22,60.57,3.21,45.03,36.69,18.28
2918,1301,1553,45.81,19.68,9.38,9.99,1.54,0.69,2.0,45.8,52.36,1.84,52.96,32.27,14.78
2919,1053,2027,43.87,20.32,9.31,8.93,1.61,0.85,2.37,45.97,51.54,2.49,45.15,38.81,16.04
2920,1050,1710,33.62,22.29,10.67,9.05,1.52,1.52,3.05,53.5,42.28,4.22,45.04,33.5,21.46
2921,1369,2115,46.24,19.5,8.77,12.2,1.17,0.8,1.9,45.74,52.81,1.44,44.24,38.86,16.89
2922,1741,2489,48.42,14.42,5.63,11.26,2.58,0.86,1.78,41.97,56.18,1.84,61.98,26.92,11.1
2923,979,1766,27.78,28.29,12.87,10.01,2.25,0.82,2.25,61.75,36.31,1.94,49.46,35.48,15.05
2924,884,1342,25.11,30.43,13.46,5.66,1.58,0.9,3.28,63.2,33.9,2.91,48.62,35.09,16.29
2925,923,1652,34.45,29.25,13.0,5.31,1.84,1.08,2.93,56.83,41.33,1.84,49.03,31.96,19.01
2926,1347,1771,43.5,17.67,8.83,10.47,2.08,0.74,2.0,44.78,52.8,2.41,56.03,27.59,16.38
2927,975,3186,37.33,22.26,9.95,11.59,2.36,1.03,2.15,52.55,45.44,2.02,39.55,42.42,18.03
2928,1714,1614,57.12,16.69,7.18,4.73,1.98,0.29,1.34,36.25,62.79,0.96,56.42,32.05,11.52
2929,1521,2317,33.4,18.21,8.15,19.07,1.31,1.58,1.64,55.42,41.88,2.71,43.95,43.61,12.44
2930,1728,2256,50.98,16.2,6.94,7.99,2.66,0.46,1.97,40.18,57.67,2.15,67.5,24.42,8.08
2931,1148,2222,39.98,23.69,9.93,9.06,2.18,0.78,2.26,50.67,46.99,2.34,54.4,32.5,13.11
2932,1043,1267,39.02,24.45,11.41,7.38,1.44,0.96,2.21,51.67,46.51,1.82,53.18,31.69,15.14
2933,998,1946,38.58,23.95,11.52,4.71,2.0,0.8,2.61,51.16,46.62,2.22,50.16,32.84,17.0
2934,1439,1820,45.03,15.5,7.16,8.48,2.22,0.83,1.95,42.5,53.82,3.68,57.9,30.24,11.85
2935,1446,1698,33.06,21.99,9.34,17.36,2.97,0.41,1.94,58.94,39.84,1.22,64.1,24.63,11.28
2936,1937,1775,63.09,11.77,5.58,5.11,1.81,0.72,1.5,30.12,68.5,1.38,55.03,31.06,13.92
2937,1410,2075,37.66,18.94,8.65,24.18,1.99,0.35,2.41,55.89,40.77,3.34,53.74,35.85,10.41
2938,1213,2181,37.76,18.88,8.08,9.81,1.81,0.49,1.9,47.66,48.1,4.24,53.43,34.13,12.44
2939,975,1939,28.31,28.41,13.13,10.05,1.74,0.62,2.36,60.95,36.89,2.16,50.0,35.52,14.48
2940,1421,1861,32.09,19.35,8.02,15.06,2.11,0.91,1.76,55.25,41.1,3.65,54.31,33.77,11.92
2941,1501,2580,42.77,15.86,6.73,15.12,1.87,0.93,1.53,47.21,50.77,2.02,42.03,44.86,13.11
2942,921,1622,37.46,25.08,11.18,6.73,1.95,0.98,2.39,52.06,45.19,2.75,46.64,33.98,19.38
2943,872,1922,25.34,30.39,13.07,7.68,2.29,0.92,4.24,63.52,33.82,2.67,48.98,37.79,13.24
2944,1088,1911,34.93,25.37,11.12,10.02,1.47,1.1,2.94,55.62,42.64,1.74,44.0,38.78,17.21
2945,790,1569,31.14,26.71,12.53,7.97,1.77,1.77,3.67,57.68,39.89,2.43,46.43,34.32,19.25
2946,1082,1206,37.89,26.16,11.18,4.99,1.76,1.02,2.4,52.67,45.55,1.78,51.97,32.64,15.38
2947,1144,2190,41.26,19.41,8.48,10.58,2.36,0.96,1.84,48.19,50.27,1.54,38.57,46.43,15.0
2948,1074,2151,40.32,23.0,9.31,4.93,1.96,0.65,2.51,46.86,48.85,4.29,49.81,34.53,15.67
2949,901,1749,27.3,29.19,13.21,7.77,1.78,1.0,2.89,60.89,34.78,4.33,46.34,38.92,14.74
2950,992,1349,38.51,22.48,10.38,9.07,1.71,0.81,2.92,51.39,46.15,2.46,49.47,32.59,17.94
2951,2325,2637,57.42,12.56,6.11,9.25,1.98,0.47,1.25,34.6,63.49,1.91,54.3,36.4,9.3
2952,1189,1922,41.63,20.77,8.66,6.98,2.61,0.59,2.86,49.03,48.59,2.38,58.79,27.59,13.62
2953,1024,1617,27.73,26.86,11.04,8.11,1.66,0.98,3.03,58.19,38.3,3.51,48.7,36.81,14.49
2954,1162,1582,38.47,22.46,10.93,7.23,1.81,1.29,2.5,51.11,46.68,2.21,52.49,26.89,20.63
2955,1131,1738,35.46,20.16,9.02,10.26,2.3,0.88,2.03,49.95,46.11,3.94,49.4,36.24,14.37
2956,1285,1423,48.72,19.22,9.11,7.0,1.79,0.62,2.1,42.72,55.41,1.87,56.96,28.72,14.32
2957,1516,2352,37.6,16.62,6.73,20.91,1.52,0.66,1.32,52.13,45.32,2.54,35.63,52.52,11.85
2958,1013,1563,47.09,22.01,10.86,4.64,1.38,0.79,2.07,44.53,54.01,1.46,56.62,30.03,13.35
2959,748,1390,27.67,27.94,13.77,9.76,1.87,0.8,2.94,61.48,36.38,2.14,48.64,35.66,15.69
2960,1562,2212,50.64,18.05,6.15,4.35,1.92,0.77,1.92,38.97,59.02,2.01,60.94,30.28,8.78
2961,1223,1891,39.17,22.65,10.22,6.3,1.72,1.06,2.53,47.25,47.96,4.79,47.07,37.95,14.97
2962,1060,1353,44.34,22.26,10.28,5.09,2.17,0.57,2.17,45.29,51.5,3.21,51.59,34.03,14.38
2963,1059,1528,44.57,20.3,10.01,6.23,1.61,0.76,2.27,45.11,52.3,2.59,47.04,38.34,14.62
2964,895,1137,34.64,27.15,13.41,5.7,1.79,1.23,2.91,54.64,42.86,2.5,47.62,34.68,17.7
2965,1260,1897,39.76,21.83,8.81,7.7,1.59,1.35,1.59,48.74,48.06,3.2,47.53,37.5,14.97
2966,1254,1861,44.42,18.66,8.69,6.38,1.91,0.88,2.23,44.45,52.13,3.41,60.57,27.32,12.11
2967,1353,2366,29.49,17.52,7.39,24.61,1.7,0.74,1.48,58.5,39.26,2.24,39.89,47.32,12.79
2968,1111,1882,39.87,20.43,9.09,5.85,2.52,0.63,2.52,47.84,50.09,2.06,64.73,22.64,12.63
2969,863,1903,29.66,29.43,13.09,4.52,2.09,0.93,3.01,58.66,37.73,3.61,49.63,34.68,15.69
2970,1217,1517,40.26,18.9,10.19,9.86,1.23,0.9,2.14,48.12,49.28,2.59,52.16,32.13,15.71
2971,935,1053,32.19,27.81,12.51,8.66,1.5,1.28,2.78,58.6,39.14,2.26,44.14,35.7,20.16
2972,1063,2051,42.71,21.83,9.03,8.0,1.51,0.75,2.92,46.99,50.25,2.76,52.31,33.86,13.84
2973,1828,1508,55.91,17.34,7.33,7.22,1.31,0.88,1.31,36.39,60.03,3.58,60.0,27.61,12.39
2974,1935,1673,43.41,14.26,6.87,20.57,1.65,0.93,1.29,48.94,49.0,2.06,34.76,50.35,14.89
2975,1184,1195,33.28,27.96,11.06,7.09,2.2,0.34,2.28,57.28,40.38,2.34,57.22,29.77,13.01
2976,1217,1888,45.28,19.97,10.02,7.97,1.31,0.66,2.71,45.3,52.89,1.81,53.65,30.73,15.62
2977,1037,2685,40.5,21.5,10.13,5.21,2.12,0.87,3.18,47.73,48.66,3.61,56.14,28.32,15.53
2978,1681,1077,55.68,18.56,8.8,4.05,1.43,0.36,1.9,37.34,61.61,1.06,52.3,33.29,14.41
2979,1327,2242,45.14,20.8,9.19,4.52,1.81,0.9,1.73,45.23,52.04,2.73,44.03,36.21,19.76
2980,1257,2940,29.2,17.9,7.88,20.68,1.51,0.88,1.83,55.73,40.13,4.13,42.83,42.92,14.25
2981,763,1671,31.72,27.52,12.58,6.16,2.1,0.92,3.28,56.67,40.97,2.36,52.5,30.69,16.81
2982,1592,1632,46.8,17.59,7.54,12.63,1.32,1.13,1.82,44.63,53.62,1.76,40.9,35.96,23.15
2983,856,1678,34.7,26.99,12.5,6.31,1.87,0.7,2.69,55.02,43.12,1.86,47.65,37.0,15.35
2984,1141,1894,41.98,20.42,9.03,4.82,2.37,0.79,2.28,44.51,51.17,4.32,50.91,33.88,15.22
2985,949,1582,38.25,24.03,11.06,6.11,1.58,0.74,2.42,49.77,46.72,3.51,50.83,32.74,16.43
2986,1106,1885,26.76,21.07,9.76,27.12,1.45,0.36,2.35,65.41,33.18,1.41,38.64,25.92,35.44
2987,912,1993,31.47,23.79,11.07,8.33,2.08,1.32,3.4,53.05,42.61,4.34,46.83,35.99,17.19
2988,1106,1755,40.05,23.87,10.31,9.04,1.45,0.63,1.99,50.19,47.31,2.5,43.39,43.2,13.42
2989,1745,2296,56.22,16.33,6.82,4.18,1.49,1.03,1.55,34.84,62.95,2.21,72.86,18.33,8.81
2990,875,1361,33.49,24.8,12.91,7.31,2.4,0.8,2.86,53.8,42.03,4.17,50.91,33.49,15.6
2991,1263,2298,35.55,21.22,9.98,11.56,1.74,0.79,2.22,53.71,43.63,2.66,42.09,41.43,16.47
2992,948,1740,30.91,27.0,12.34,7.81,1.48,0.95,2.74,57.5,39.57,2.93,50.89,31.25,17.86
2993,1468,1615,59.06,16.28,8.11,6.2,1.23,0.48,2.18,34.51,63.27,2.22,60.65,25.92,13.42
2994,932,1374,39.81,25.32,10.94,5.26,1.82,0.97,2.47,50.23,47.82,1.95,46.33,35.44,18.23
2995,1407,1767,46.77,15.78,6.82,9.03,2.27,0.64,2.49,42.62,55.25,2.13,55.48,29.82,14.69
2996,951,1181,30.49,24.61,13.88,7.26,1.79,0.53,3.58,56.81,38.57,4.62,52.13,32.1,15.77
2997,1064,1447,41.35,23.21,8.93,6.58,2.73,0.66,2.91,49.27,48.88,1.86,49.71,35.74,14.55
2998,2283,3043,53.31,15.16,5.34,8.67,2.93,0.66,1.23,38.13,59.57,2.3,53.01,37.75,9.24
2999,918,1282,34.2,29.41,12.64,4.36,2.07,0.54,2.18,55.35,41.4,3.26,50.17,30.77,19.06
3000,1102,1524,45.19,20.05,9.53,5.63,1.63,0.64,2.72,43.64,53.28,3.08,54.85,30.89,14.26
3001,1376,3000,36.41,19.55,8.87,14.9,1.6,0.73,2.33,51.42,45.68,2.91,44.7,35.76,19.53
3002,923,1286,31.74,29.36,13.11,6.72,1.73,0.98,2.71,58.5,39.46,2.04,49.21,33.67,17.12
3003,884,1575,29.64,28.96,13.01,7.69,1.7,1.02,2.6,59.11,37.27,3.62,48.05,34.79,17.16
3004,1172,1501,47.61,20.73,8.79,6.31,1.62,0.77,2.82,43.51,54.88,1.61,57.6,29.07,13.33
3005,783,1462,24.78,32.69,14.18,5.49,2.04,0.89,3.19,62.32,33.47,4.2,47.9,36.5,15.6
3006,1090,2394,40.18,21.01,9.63,8.81,1.83,0.64,2.39,48.5,48.6,2.9,43.99,39.12,16.89
3007,1107,1777,41.01,25.11,10.03,6.87,1.36,0.9,2.08,49.25,49.06,1.69,51.13,33.55,15.32
3008,849,1174,30.39,26.38,13.19,8.48,1.88,0.59,3.89,58.08,39.43,2.49,49.69,32.67,17.64
3009,1005,2066,28.76,21.09,10.05,10.35,1.69,0.6,2.19,52.57,42.84,4.59,41.26,45.84,12.9
3010,1087,1366,46.09,20.79,8.19,4.42,1.56,0.74,2.02,41.93,53.05,5.02,54.31,31.66,14.03
3011,2492,3134,49.28,11.56,5.62,8.11,2.37,0.24,1.89,42.72,55.92,1.36,74.09,16.87,9.03
3012,964,1810,35.37,27.49,11.83,6.74,1.76,0.93,2.59,53.22,43.35,3.44,53.61,29.43,16.96
3013,1130,1780,32.57,24.96,11.06,11.15,1.33,0.62,2.83,56.73,41.12,2.15,46.71,38.65,14.64
3014,969,1188,37.87,26.73,11.87,5.16,1.65,0.62,2.37,52.41,45.95,1.64,52.46,31.8,15.74
3015,897,1224,33.67,27.98,12.93,6.69,1.67,0.45,2.68,55.18,41.88,2.94,50.41,34.23,15.37
3016,1344,2866,39.58,20.83,9.23,10.49,1.93,0.67,2.16,49.37,47.25,3.38,57.22,32.74,10.04
3017,895,1750,33.74,24.69,12.85,8.49,1.79,0.56,2.46,53.39,43.88,2.73,45.58,34.39,20.02
3018,879,1071,34.58,25.26,11.6,8.76,1.93,1.25,2.96,55.35,42.12,2.53,52.04,32.13,15.83
3019,914,1522,33.7,26.59,11.49,5.36,1.97,0.55,2.52,54.89,43.08,2.03,52.25,30.92,16.82
3020,1318,1517,44.23,19.65,7.28,5.61,2.43,0.46,2.73,42.43,53.18,4.4,61.86,25.61,12.53
3021,848,955,29.95,31.01,14.86,4.95,1.77,0.59,3.42,60.48,37.1,2.41,50.63,32.15,17.22
3022,1084,1451,45.2,23.99,11.07,3.97,1.85,0.55,2.31,45.79,52.47,1.74,52.85,29.86,17.29
3023,1349,1620,50.11,18.75,8.08,5.41,1.78,1.7,2.74,41.11,57.11,1.78,50.66,25.95,23.4
3024,918,1341,31.92,29.3,13.18,7.84,2.18,0.54,2.83,57.85,39.49,2.66,46.68,39.82,13.5
3025,1807,1600,40.12,20.42,7.64,12.45,1.33,0.61,1.6,48.7,47.34,3.96,47.35,33.16,19.49
3026,1075,1806,37.12,25.77,11.16,8.19,1.77,0.65,2.23,53.71,44.04,2.25,53.7,31.52,14.79
3027,1328,1715,45.41,25.08,8.81,4.82,1.81,0.45,2.03,46.37,51.66,1.97,56.04,27.79,16.17
3028,1584,1718,54.61,16.92,6.94,6.63,1.2,1.14,1.64,37.56,61.07,1.37,56.08,28.65,15.27
3029,1240,1767,42.42,23.31,9.44,5.89,2.58,0.73,2.02,47.1,50.8,2.1,61.07,27.94,10.99
3030,986,1769,29.41,26.47,12.58,8.52,2.43,0.81,2.64,60.19,37.55,2.25,43.65,41.94,14.41
3031,1230,2130,42.03,22.11,9.76,8.7,1.14,0.98,2.6,47.9,49.44,2.66,56.75,31.79,11.47
3032,1024,1615,35.35,25.2,12.21,5.86,1.56,1.37,2.54,53.75,42.98,3.27,46.95,35.68,17.37
3033,1057,1261,41.53,22.04,9.93,7.57,1.61,0.47,2.74,48.69,48.69,2.61,53.74,30.71,15.55
3034,940,2158,29.04,23.3,10.32,12.77,1.6,0.85,2.98,56.4,37.79,5.81,46.37,30.17,23.46
3035,1159,1822,34.77,19.76,8.71,16.22,1.38,0.95,2.59,52.88,43.93,3.2,43.31,41.24,15.45
3036,1193,2646,33.03,22.13,9.72,11.9,1.76,0.67,1.84,55.98,41.1,2.92,46.31,41.92,11.78
3037,938,2955,41.26,23.35,10.98,6.61,1.71,0.96,3.3,48.3,48.86,2.84,51.3,31.57,17.14
3038,1118,1866,44.72,20.3,9.57,6.89,1.7,0.63,2.86,46.42,51.63,1.95,55.8,26.18,18.01
3039,941,1516,32.41,23.91,11.48,11.58,1.59,0.96,3.4,55.57,41.06,3.37,50.11,34.08,15.81
3040,1118,2379,40.61,26.3,10.55,5.55,2.15,0.63,1.88,49.62,48.87,1.5,46.25,37.52,16.23
3041,1095,1616,42.1,24.38,12.15,3.74,1.37,0.91,2.56,48.74,49.13,2.13,48.94,29.48,21.58
3042,1847,3553,52.63,16.89,6.12,9.37,2.49,0.49,1.19,38.68,59.49,1.83,67.64,21.4,10.95
3043,1048,1101,32.44,24.81,12.69,9.92,1.91,0.57,2.39,56.81,41.46,1.73,47.15,35.06,17.78
